M1.21	80.0137
ERR1474573	78.8067
ERR1474584	78.9237
LN827587	75.8583
NC_009334	80.1557
LN831023	76.1604
LN827560	75.8583
KP968258	84.1337
KP968264	83.7013
KR063344	83.4056
LN827554	71.6237
KP968262	84.1116
KR063342	83.3992
KP968257	83.611
MG298898	77.3988
LN827591	75.7617
MG298837	81.7248
KP968263	83.8526
KP968261	83.9317
KT273945	82.0303
KC440851	83.6716
LS992254	63.9193
LN827553	79.5452
KT823506	82.3237
KR063343	83.6058
MG298868	81.4937
LN827548	76.0649
MG298900	78.3696
LN827588	79.2484
KP968259	83.4236
KC207813	83.3724
LN824225	79.1384
KC207814	84.4677
LS992252	78.2288
MG298856	81.4751
MG298905	81.4612
KT273943	81.4437
LN827569	79.2321
LS992258	80.392
LN827557	77.3307
LN827583	79.2892
KT254013	82.1363
MG298861	81.5537
MG298844	81.5455
LN827592	79.2321
LS992239	75.7209
MG298830	81.0229
LS992276	76.7098
LN827800	76.2756
LN827595	79.1116
KT273947	81.1015
LN827584	79.5161
MG298836	73.6613
MG298838	81.7644
MG298825	81.0229
MG298901	82.1217
MG298835	81.4763
MG298849	81.6905
MG298870	80.4176
KT823509	81.7813
LN827555	78.0489
LS992245	79.2886
LN827581	79.2187
LS992253	66.1163
KC440852	84.4276
KF373730	83.3416
LS992256	80.6685
KR063345	83.5581
LN827597	79.2327
LN827559	79.5493
JQ009376	81.2185
LS992277	74.6734
LS992255	62.8461
KF992565	81.616
MG298831	76.6486
LN827563	77.9931
LS992251	80.2192
LS992249	78.0489
LN824207	79.3997
LN827594	79.2112
LN827570	79.2141
LN827576	79.2932
LN824205	79.2286
AY961628	83.8776
KF992571	81.1143
MG298860	82.0175
MG298832	79.483
MG298839	81.3186
MG298899	80.9746
LN827522	79.2996
KT273944	82.1595
LS992257	80.6987
LS992259	79.1838
KT823507	81.8575
KT273942	81.2243
MG298845	81.7725
LN827526	79.2234
KF992570	81.8098
LN827567	79.1914
LN827568	79.2147
MG298902	81.6113
MG298847	81.5316
LN827590	79.2123
LN827596	79.2513
LN827799	78.7147
LN824226	78.8602
LN827552	79.1896
KF992566	81.3907
LS992268	79.2507
LN827573	79.1896
KF992567	81.6387
LN824204	79.1832
LS992269	69.3231
LS992261	78.298
LS992262	76.0504
MG298842	76.5899
MG298878	76.4025
LN827586	79.2036
MG298850	80.896
LN827577	79.189
LN827551	79.4655
MG298827	78.5005
MG298866	81.0322
MG298852	81.6189
MG298903	81.5618
MG298869	81.0916
MG298841	79.4899
LN827579	79.3409
MG298857	81.6986
HQ020558	82.2113
LN827545	77.6369
LN827574	79.5278
LS992260	79.7018
KF992568	82.0967
LS992264	76.6795
LS992266	79.7705
LN827582	79.1896
LN827585	79.1896
LN827556	72.7924
LN827571	79.1896
MG298881	81.5042
MG298834	81.4967
MG298862	79.767
LN827561	78.9446
LN827575	79.6017
LN827527	79.2327
LS992242	79.2455
LS992263	78.6001
MG298863	81.7062
LN827580	75.8536
KT273948	82.5157
MG298828	81.7172
LN827546	79.1204
KC617875	82.0728
MG298906	81.3052
LS992265	79.9165
MG298840	81.6573
MG298864	80.5009
MG298867	81.6235
MG298879	81.7155
MG298904	81.7225
MG298872	81.4088
LN827523	76.8192
LN824209	78.9615
LS992244	80.2849
MG298892	81.8895
MG298893	77.4169
LN827547	78.9155
MG298858	80.6173
MG298855	80.9403
MG298859	81.584
KF992564	81.9663
LS992240	80.7174
KF992569	82.2148
LN827589	76.0358
MG298877	81.5624
LN824203	79.1524
MG298823	81.5351
LN827566	79.1896
MG298916	81.0328
LN827562	78.9423
MG298876	80.3781
MG298914	78.2002
KT273946	81.7283
MG298826	81.6323
MG298854	81.7539
MG298865	81.1248
LN824224	78.933
1998_5_4	80.1301
LN827578	78.795
LN824142	79.7245
MG298829	81.73
MG298871	81.1795
MG298875	81.4757
MG298883	81.2534
MG298887	80.8629
MG298843	76.7179
MG298891	81.3576
MG298909	80.7703
MG298911	77.748
MG298848	80.9973
MG298882	81.329
MG298890	82.0391
MG298910	81.2703
LN827544	75.5789
MG298896	81.2621
MG298885	81.4553
KT273949	82.4075
MG298851	80.8588
MG298846	81.7265
MG298880	81.9844
MG298907	81.1451
MG298888	80.9141
MG298894	81.6718
LN827549	78.9673
MG298889	81.2825
MG298912	80.5812
MG298873	81.2144
MG298895	80.6964
MG298913	81.1283
MG298853	81.3884
MG298884	81.7242
MG298915	77.6049
MG298897	81.3127
MG298908	81.4833
MG298824	81.3145
LN827565	79.1826
MG298874	81.1684
MG298886	81.2394
LS992246	47.9866
LS992250	79.5807
LS992247	80.5957
KP968260	83.018
KT823508	81.5677
LS992248	78.6076
LN827564	65.8451
LN827550	79.1896
LN827524	79.2548
LN827572	79.2327
LS992243	79.973
